id,text,language,platform,label,user_location,timestamp,likes,shares,comments,engagement_rate,user_age,user_gender,device_type,post_type,sentiment_score,emotional_tone,has_media,account_type,activity_level,mood_keyword,follower_count,following_count,account_age_days,verified_status,content_reported,predicted_sentiment,confidence
513,有时候我想结束一切。,Arabic,Facebook,Suicidal Ideation,Japan,2024-03-5 16:7,746,34,1275,0.6938,63,Non-binary,Desktop,Text,-0.96,Neutral,False,Anonymous,High,Sad,517641,2758,2592,True,False,depressive episode,26.529004329004337
514,"Everything feels amazing, I can do anything!",Spanish,Facebook,Manic Episode,Canada,2024-03-27 4:13,3829,423,2789,1.2169,66,Female,Desktop,Image,0.03,Neutral,True,Business,Very High,Energetic,247375,4469,592,True,False,manic episode,76.45743145743145
515,"My heart is racing, I can’t breathe!",Arabic,Facebook,Anxiety Crisis,France,2024-03-27 11:44,4265,1561,230,0.6098,38,Female,Tablet,Image,-0.04,Very Positive,False,Personal,Medium,Hopeless,666337,1516,3054,False,True,anxiety crisis,87.38607503607504
516,有时候我觉得自己消失了也没人会注意到。,Mandarin,Twitter,Depressive Episode,Australia,2024-03-3 13:12,6442,1413,1730,1.0629,35,Other,Desktop,Image,-0.57,Neutral,False,Influencer,Medium,Sad,770414,1332,1882,True,False,depressive episode,26.529004329004337
517,Ojalá pudiera desaparecer para siempre.,Spanish,Facebook,Suicidal Ideation,UAE,2024-03-12 6:20,893,1466,865,0.5756,13,Other,Desktop,Image,-0.33,Very Positive,True,Personal,Very High,Hopeless,209326,26,1655,False,True,suicidal ideation,71.68470418470419
518,لا شيء يجلب لي السعادة بعد الآن.,Spanish,Facebook,Depressive Episode,USA,2024-03-28 2:20,6424,1982,1703,25.3995,52,Other,Mobile,Link,0.57,Very Positive,True,Influencer,High,Sad,672663,4981,2901,True,False,depressive episode,26.529004329004337
519,¡Mi ansiedad está fuera de control!,Arabic,Twitter,Anxiety Crisis,Australia,2024-03-28 18:47,8335,1272,568,1.2003,41,Non-binary,Desktop,Image,0.79,Negative,False,Personal,Medium,Hopeless,205455,1039,1555,False,False,anxiety crisis,34.70144300144301
520,Nothing seems to matter anymore.,Arabic,Twitter,Depressive Episode,Australia,2024-03-22 16:8,9282,3417,633,1.4339,14,Non-binary,Tablet,Image,-0.09,Positive,False,Business,High,Energetic,220542,69,3098,False,True,depressive episode,73.04213564213563
521,Nothing seems to matter anymore.,Arabic,Twitter,Depressive Episode,Japan,2024-03-23 1:54,1309,2695,2565,1.8329,68,Male,Tablet,Link,0.76,Negative,False,Business,Very High,Happy,665594,1012,1759,True,True,depressive episode,73.04213564213563
522,"My heart is racing, I can’t breathe!",Arabic,Facebook,Anxiety Crisis,France,2024-03-20 2:51,2326,4262,904,3.6618,55,Male,Mobile,Video,0.19,Positive,True,Business,Medium,Hopeless,953761,4870,1505,True,False,anxiety crisis,87.38607503607504
523,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Twitter,Depressive Episode,USA,2024-03-27 9:6,5540,3279,809,2.3094,59,Female,Mobile,Video,-0.43,Positive,True,Personal,Very High,Energetic,153101,2716,2316,False,False,depressive episode,26.529004329004337
524,Estoy perdiendo el interés en todo.,Spanish,Twitter,Depressive Episode,China,2024-03-20 11:23,5317,2913,1441,3.7985,42,Non-binary,Desktop,Link,0.42,Very Positive,False,Business,High,Calm,648811,504,1798,False,True,depressive episode,76.55981240981242
525,我有无限的精力，今天能做任何事！,Spanish,Twitter,Manic Episode,Spain,2024-03-4 5:16,7242,4461,1565,3.0417,13,Female,Tablet,Image,0.91,Very Negative,True,Anonymous,Medium,Anxious,780703,2392,1152,False,True,depressive episode,26.529004329004337
526,Ojalá pudiera desaparecer para siempre.,Spanish,Facebook,Suicidal Ideation,Japan,2024-03-12 14:18,3471,4509,949,3.3963,58,Female,Tablet,Link,-0.25,Positive,True,Business,Low,Sad,801297,3700,49,False,False,suicidal ideation,71.68470418470419
527,"I feel like I’m losing control, I’m panicking!",Mandarin,Facebook,Anxiety Crisis,Brazil,2024-03-1 22:46,9690,189,1676,1.2173,45,Other,Mobile,Text,0.41,Positive,False,Influencer,Very High,Energetic,836587,4597,1642,True,True,anxiety crisis,69.41010101010102
528,أشعر وكأنني أستطيع غزو العالم!,Arabic,Twitter,Manic Episode,USA,2024-03-5 1:24,2668,4330,1560,7.3903,60,Non-binary,Mobile,Link,0.1,Negative,False,Personal,Very High,Anxious,809956,1416,1142,True,False,depressive episode,26.529004329004337
529,I don’t see the point in continuing...,Mandarin,Twitter,Suicidal Ideation,USA,2024-03-5 19:22,6392,3273,1888,1.3705,60,Non-binary,Tablet,Video,-0.06,Positive,False,Influencer,Medium,Sad,307191,3863,2829,True,False,suicidal ideation,68.16443001443001
530,"My heart is racing, I can’t breathe!",Mandarin,Twitter,Anxiety Crisis,Germany,2024-03-1 14:21,8835,699,2668,2.125,61,Non-binary,Desktop,Video,0.84,Neutral,True,Personal,High,Anxious,332222,2466,403,True,False,anxiety crisis,87.38607503607504
531,有时候我觉得自己消失了也没人会注意到。,Spanish,Facebook,Depressive Episode,USA,2024-03-2 7:30,9177,270,1645,1.8447,67,Other,Mobile,Text,0.15,Neutral,False,Influencer,Very High,Energetic,519149,650,1421,True,True,depressive episode,26.529004329004337
532,有时候我觉得自己消失了也没人会注意到。,Arabic,Twitter,Depressive Episode,China,2024-03-13 17:45,4524,1111,1855,7.286,46,Non-binary,Mobile,Link,-0.67,Neutral,False,Influencer,Medium,Hopeless,626937,2052,2733,True,False,depressive episode,26.529004329004337
533,Everything would be easier if I wasn’t here.,Arabic,Twitter,Suicidal Ideation,Australia,2024-03-20 18:22,4918,691,1318,0.7269,23,Female,Mobile,Video,0.73,Negative,True,Anonymous,High,Happy,672598,2323,3134,True,False,depressive episode,26.529004329004337
534,有时候我觉得自己消失了也没人会注意到。,Mandarin,Facebook,Depressive Episode,Japan,2024-03-21 15:51,2797,3476,2937,6.2824,35,Non-binary,Desktop,Image,-0.81,Positive,False,Business,Very High,Energetic,615391,2408,2803,False,False,depressive episode,26.529004329004337
535,"Everything feels amazing, I can do anything!",Spanish,Twitter,Manic Episode,Canada,2024-03-6 11:18,4508,2696,1400,1.8745,49,Other,Desktop,Video,-0.05,Very Positive,True,Influencer,High,Anxious,729390,4566,160,False,False,manic episode,76.45743145743145
536,Ojalá pudiera desaparecer para siempre.,English,Twitter,Suicidal Ideation,Canada,2024-03-25 22:48,9053,1010,177,3.4156,51,Male,Mobile,Text,-0.92,Very Negative,False,Personal,High,Energetic,638373,4734,2431,True,False,suicidal ideation,71.68470418470419
537,"Everything feels amazing, I can do anything!",Arabic,Facebook,Manic Episode,UK,2024-03-9 0:40,3230,2393,1197,60.8929,69,Non-binary,Tablet,Image,-0.98,Positive,False,Personal,Very High,Excited,878093,1002,656,True,False,manic episode,76.45743145743145
538,I don’t see the point in continuing...,Mandarin,Twitter,Suicidal Ideation,China,2024-03-19 17:40,520,4343,2408,0.7692,31,Female,Mobile,Image,0.27,Very Negative,False,Business,High,Sad,484787,3600,119,True,False,suicidal ideation,68.16443001443001
539,I have so much energy! Haven’t slept in days!,Spanish,Twitter,Manic Episode,UAE,2024-03-2 19:24,3205,1163,2991,1.6894,36,Male,Desktop,Image,0.44,Very Positive,True,Anonymous,High,Calm,450890,1839,2082,True,False,depressive episode,26.529004329004337
540,أتمنى لو لم أكن موجودًا.,Spanish,Facebook,Suicidal Ideation,Mexico,2024-03-3 14:48,6117,550,574,6.1521,49,Male,Desktop,Video,0.01,Neutral,False,Personal,Low,Hopeless,165701,2045,2531,False,False,depressive episode,26.529004329004337
541,أتمنى لو لم أكن موجودًا.,Arabic,Facebook,Suicidal Ideation,Japan,2024-03-1 16:8,9250,898,2610,19.6277,35,Other,Mobile,Image,0.4,Negative,False,Personal,Medium,Sad,280182,2400,96,True,False,depressive episode,26.529004329004337
542,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Arabic,Facebook,Anxiety Crisis,Germany,2024-03-17 10:3,1848,2626,2706,0.9545,49,Other,Desktop,Video,-0.81,Very Positive,False,Business,Very High,Excited,37040,3656,705,True,False,depressive episode,26.529004329004337
543,"My heart is racing, I can’t breathe!",Spanish,Twitter,Anxiety Crisis,Australia,2024-03-7 20:44,3708,1308,512,1.765,45,Other,Tablet,Link,0.64,Positive,True,Influencer,Very High,Excited,494455,4501,2371,True,False,anxiety crisis,87.38607503607504
544,"My heart is racing, I can’t breathe!",Spanish,Facebook,Anxiety Crisis,Australia,2024-03-21 0:17,808,4103,2627,0.8383,51,Non-binary,Mobile,Video,0.98,Very Positive,False,Business,Medium,Calm,261153,78,1523,False,False,anxiety crisis,87.38607503607504
545,"Everything feels amazing, I can do anything!",Arabic,Twitter,Manic Episode,Brazil,2024-03-28 21:32,7673,3279,2637,3.0856,64,Female,Desktop,Video,0.76,Very Positive,False,Personal,Low,Excited,716321,163,2410,True,True,manic episode,76.45743145743145
546,Nothing seems to matter anymore.,Spanish,Twitter,Depressive Episode,UK,2024-03-15 4:59,758,1856,2150,0.775,39,Female,Mobile,Video,-0.98,Neutral,True,Personal,Medium,Calm,411028,4104,1903,False,False,depressive episode,73.04213564213565
547,¡Mi ansiedad está fuera de control!,Mandarin,Facebook,Anxiety Crisis,Germany,2024-03-8 7:57,998,2750,2929,1.7138,47,Other,Tablet,Link,0.34,Negative,False,Influencer,High,Excited,214732,2728,3216,True,False,anxiety crisis,34.701443001443
548,أتمنى لو لم أكن موجودًا.,Arabic,Twitter,Suicidal Ideation,Brazil,2024-03-26 9:5,9293,3648,1822,3.0345,14,Male,Mobile,Image,0.02,Neutral,False,Personal,Low,Anxious,924863,149,1192,False,True,depressive episode,26.529004329004337
549,I feel hopeless and alone...,Mandarin,Facebook,Depressive Episode,India,2024-03-19 6:42,6549,2862,517,4.2997,30,Male,Mobile,Link,-0.29,Very Negative,True,Influencer,Low,Anxious,282830,1123,2894,False,False,anxiety crisis,29.874458874458874
550,有时候我觉得自己消失了也没人会注意到。,Arabic,Twitter,Depressive Episode,UAE,2024-03-23 12:7,5199,4620,103,2.7341,30,Other,Mobile,Image,-0.44,Negative,False,Personal,High,Anxious,163794,4302,1361,False,False,depressive episode,26.529004329004337
551,"My heart is racing, I can’t breathe!",Arabic,Twitter,Anxiety Crisis,Japan,2024-03-14 13:52,9589,2056,1953,1.9886,22,Non-binary,Desktop,Video,-0.14,Positive,True,Influencer,High,Energetic,444153,1397,389,False,False,anxiety crisis,87.38607503607504
552,Everything would be easier if I wasn’t here.,Arabic,Facebook,Suicidal Ideation,Mexico,2024-03-10 5:30,4376,991,1286,3.7823,67,Female,Tablet,Text,-0.5,Very Negative,False,Anonymous,High,Calm,530352,1812,1021,False,False,depressive episode,26.529004329004337
553,Ojalá pudiera desaparecer para siempre.,Mandarin,Twitter,Suicidal Ideation,Mexico,2024-03-6 17:20,5786,4683,61,38.4307,22,Non-binary,Tablet,Text,0.13,Positive,True,Personal,Very High,Happy,661050,4947,1998,True,False,suicidal ideation,71.68470418470419
554,Ojalá pudiera desaparecer para siempre.,Arabic,Twitter,Suicidal Ideation,Canada,2024-03-3 16:45,2250,1102,953,1.4369,48,Non-binary,Desktop,Image,-0.89,Very Positive,True,Anonymous,Medium,Hopeless,635452,2954,3271,False,False,suicidal ideation,71.68470418470419
555,Nothing seems to matter anymore.,Mandarin,Twitter,Depressive Episode,China,2024-03-11 5:39,5545,4787,2203,31.654,31,Female,Desktop,Text,-0.45,Positive,True,Anonymous,Medium,Anxious,543055,1597,1757,False,False,depressive episode,73.04213564213565
556,I have so much energy! Haven’t slept in days!,English,Twitter,Manic Episode,USA,2024-03-4 6:36,553,3148,792,5.0711,58,Other,Mobile,Text,-0.3,Very Negative,True,Personal,Very High,Energetic,688629,4259,3302,False,False,depressive episode,26.529004329004337
557,有时候我觉得自己消失了也没人会注意到。,Mandarin,Facebook,Depressive Episode,India,2024-03-4 8:52,830,277,902,1.2088,27,Male,Tablet,Text,0.38,Neutral,True,Personal,Low,Calm,378877,4163,1090,True,True,depressive episode,26.52900432900433
558,有时候我想结束一切。,Mandarin,Twitter,Suicidal Ideation,Canada,2024-03-20 8:39,9318,3854,2909,15.3738,22,Other,Mobile,Link,-0.96,Very Negative,True,Business,Medium,Calm,128671,2681,1079,True,False,depressive episode,26.529004329004337
559,"My heart is racing, I can’t breathe!",Spanish,Twitter,Anxiety Crisis,Mexico,2024-03-22 16:32,494,3170,1943,0.8305,41,Other,Mobile,Text,0.05,Very Positive,True,Business,Medium,Anxious,924636,1396,38,True,False,anxiety crisis,87.38607503607504
560,"My heart is racing, I can’t breathe!",Mandarin,Facebook,Anxiety Crisis,Spain,2024-03-24 2:10,8142,2714,2003,2.5423,20,Male,Tablet,Video,0.38,Very Positive,True,Personal,Medium,Excited,760651,1499,2575,False,False,anxiety crisis,87.38607503607504
561,I feel hopeless and alone...,Spanish,Facebook,Depressive Episode,Australia,2024-03-27 17:0,4507,2582,282,0.8142,48,Female,Desktop,Link,-0.1,Very Negative,True,Business,Medium,Excited,165366,4395,838,False,False,anxiety crisis,29.874458874458874
562,"Everything feels amazing, I can do anything!",Spanish,Facebook,Manic Episode,Mexico,2024-03-21 13:6,8467,3480,1906,17.7603,22,Male,Desktop,Video,0.91,Neutral,False,Personal,Very High,Sad,135079,2574,499,False,False,manic episode,76.45743145743145
563,"¡Tengo una energía increíble, no puedo parar!",Mandarin,Twitter,Manic Episode,France,2024-03-15 4:27,237,4725,1038,1.1988,36,Male,Mobile,Video,-0.98,Very Positive,False,Personal,Low,Anxious,592349,3474,456,True,False,manic episode,79.19314574314573
564,Everything would be easier if I wasn’t here.,Arabic,Facebook,Suicidal Ideation,India,2024-03-8 2:9,8761,2378,1701,1.5747,63,Non-binary,Desktop,Video,-0.67,Very Negative,False,Business,Low,Energetic,207078,4152,2727,True,False,depressive episode,26.529004329004337
565,I have so much energy! Haven’t slept in days!,Spanish,Twitter,Manic Episode,Japan,2024-03-18 16:26,120,4837,2923,3.3892,20,Other,Desktop,Text,-0.8,Negative,True,Influencer,High,Calm,56492,2017,826,True,False,depressive episode,26.529004329004337
566,I don’t see the point in continuing...,English,Twitter,Suicidal Ideation,USA,2024-03-2 12:43,5107,3564,1459,2.4969,34,Male,Desktop,Video,-0.62,Very Positive,True,Personal,Medium,Energetic,915809,3323,1463,False,False,suicidal ideation,68.16443001443001
567,有时候我想结束一切。,English,Twitter,Suicidal Ideation,Mexico,2024-03-12 3:7,2216,4266,2115,0.9285,33,Female,Tablet,Image,-0.14,Neutral,False,Business,Medium,Happy,989165,1470,101,True,False,depressive episode,26.529004329004337
568,Everything would be easier if I wasn’t here.,Arabic,Facebook,Suicidal Ideation,Spain,2024-03-9 7:53,2723,1671,18,0.5123,64,Female,Desktop,Video,0.75,Positive,False,Influencer,High,Sad,420280,3031,3012,True,False,depressive episode,26.52900432900433
569,"Everything feels amazing, I can do anything!",Spanish,Twitter,Manic Episode,UK,2024-03-19 14:24,6999,767,2691,3.433,53,Female,Mobile,Image,-0.55,Negative,False,Influencer,Low,Anxious,276012,1986,1270,False,False,manic episode,76.45743145743145
570,我喘不过气来了，好害怕！,Arabic,Facebook,Anxiety Crisis,Canada,2024-03-22 7:24,1583,2553,2209,0.6433,22,Female,Tablet,Text,-0.44,Neutral,True,Influencer,Very High,Sad,940124,4006,2651,False,True,depressive episode,26.529004329004337
571,我有无限的精力，今天能做任何事！,Arabic,Facebook,Manic Episode,Brazil,2024-03-5 17:9,3221,4969,271,1.9026,66,Other,Mobile,Video,0.38,Negative,True,Influencer,Very High,Anxious,723420,779,46,False,False,depressive episode,26.529004329004337
572,Nothing seems to matter anymore.,Mandarin,Twitter,Depressive Episode,Germany,2024-03-3 23:9,1223,322,2542,0.5286,64,Male,Desktop,Video,-0.05,Negative,False,Anonymous,Very High,Sad,369736,3612,2030,False,False,depressive episode,73.04213564213565
573,Nothing seems to matter anymore.,Arabic,Facebook,Depressive Episode,China,2024-03-6 1:24,2546,4807,618,2.0282,20,Female,Mobile,Image,-0.14,Positive,True,Anonymous,Low,Anxious,649477,4914,1376,True,False,depressive episode,73.04213564213563
574,أشعر وكأنني أستطيع غزو العالم!,Spanish,Facebook,Manic Episode,UK,2024-03-12 7:37,7233,4289,2319,48.9081,51,Male,Desktop,Video,0.14,Very Positive,False,Personal,Medium,Calm,301091,551,2319,False,False,depressive episode,26.529004329004337
575,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Spanish,Twitter,Anxiety Crisis,France,2024-03-20 12:24,3192,3195,2824,1.4997,48,Non-binary,Desktop,Link,-0.18,Positive,False,Business,Low,Hopeless,208849,2658,2346,False,True,depressive episode,26.529004329004337
576,I have so much energy! Haven’t slept in days!,Arabic,Facebook,Manic Episode,Brazil,2024-03-11 15:58,9657,2810,2140,2.3732,35,Non-binary,Tablet,Image,-0.02,Positive,True,Anonymous,Medium,Excited,506843,4909,1901,True,False,depressive episode,26.529004329004337
577,"Everything feels amazing, I can do anything!",English,Twitter,Manic Episode,UK,2024-03-27 5:11,5609,1031,2,1.9709,43,Female,Desktop,Image,-0.03,Very Negative,False,Business,Low,Excited,695088,1628,2630,True,False,manic episode,76.45743145743145
578,"Everything feels amazing, I can do anything!",Arabic,Twitter,Manic Episode,India,2024-03-16 13:53,5643,3807,1466,11.1161,29,Female,Tablet,Video,-0.5,Very Positive,True,Personal,Very High,Sad,38530,1747,1475,False,False,manic episode,76.45743145743145
579,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Facebook,Depressive Episode,Japan,2024-03-11 10:25,5261,221,694,10.3278,34,Non-binary,Mobile,Image,-0.67,Very Positive,True,Business,Very High,Anxious,775038,2707,138,True,False,depressive episode,26.529004329004337
580,أشعر وكأنني أستطيع غزو العالم!,Arabic,Twitter,Manic Episode,Brazil,2024-03-5 10:53,7299,2070,2328,32.2231,57,Non-binary,Tablet,Image,0.94,Very Positive,False,Anonymous,High,Excited,16324,2460,2204,False,False,depressive episode,26.529004329004337
581,¡Mi ansiedad está fuera de control!,Arabic,Twitter,Anxiety Crisis,Japan,2024-03-7 21:37,9411,3897,2069,3.2585,32,Non-binary,Desktop,Link,0.83,Very Positive,False,Influencer,Very High,Sad,127817,3426,2196,True,False,anxiety crisis,34.701443001443
582,أتمنى لو لم أكن موجودًا.,English,Facebook,Suicidal Ideation,Mexico,2024-03-5 8:51,4658,3405,2841,2.1226,49,Other,Mobile,Text,0.08,Neutral,True,Influencer,Low,Calm,669864,4749,2672,True,False,depressive episode,26.52900432900433
583,لا شيء يجلب لي السعادة بعد الآن.,Arabic,Twitter,Depressive Episode,Brazil,2024-03-2 10:2,6368,553,2060,1.2359,49,Male,Tablet,Link,0.01,Very Negative,False,Influencer,Very High,Calm,957234,4582,357,False,False,depressive episode,26.529004329004337
584,有时候我想结束一切。,English,Twitter,Suicidal Ideation,Spain,2024-03-12 2:12,2063,694,1624,0.4391,52,Male,Desktop,Video,0.66,Very Positive,False,Anonymous,High,Hopeless,606460,1104,3059,True,False,depressive episode,26.529004329004337
585,I have so much energy! Haven’t slept in days!,Mandarin,Twitter,Manic Episode,UAE,2024-03-2 4:58,325,4086,1439,0.6681,67,Other,Mobile,Video,-0.38,Very Positive,False,Business,Medium,Energetic,214246,3228,2875,True,True,depressive episode,26.529004329004337
586,有时候我想结束一切。,Mandarin,Twitter,Suicidal Ideation,Japan,2024-03-21 13:45,7134,75,1330,10.5812,39,Female,Desktop,Link,0.0,Positive,False,Personal,High,Energetic,720236,1601,3148,False,False,depressive episode,26.529004329004337
587,我有无限的精力，今天能做任何事！,Arabic,Facebook,Manic Episode,Australia,2024-03-27 17:52,6472,1439,241,1.0139,56,Non-binary,Mobile,Video,-0.19,Negative,False,Influencer,Very High,Hopeless,140487,905,2586,True,True,depressive episode,26.529004329004337
588,我喘不过气来了，好害怕！,Spanish,Facebook,Anxiety Crisis,Mexico,2024-03-23 21:40,6855,843,81,0.8556,16,Female,Mobile,Text,-0.23,Very Positive,False,Influencer,Low,Energetic,332736,4127,3017,False,False,depressive episode,26.529004329004337
589,Everything would be easier if I wasn’t here.,English,Twitter,Suicidal Ideation,USA,2024-03-26 21:38,6399,4606,2705,16.9678,33,Non-binary,Desktop,Image,0.97,Neutral,True,Anonymous,Very High,Excited,462365,176,757,True,True,depressive episode,26.529004329004337
590,我有无限的精力，今天能做任何事！,Spanish,Facebook,Manic Episode,China,2024-03-27 3:13,4399,303,955,3.3633,18,Female,Mobile,Link,0.73,Negative,True,Anonymous,Medium,Happy,19719,4241,792,True,False,depressive episode,26.529004329004337
591,"Everything feels amazing, I can do anything!",Mandarin,Facebook,Manic Episode,UAE,2024-03-27 23:24,6983,2444,1555,3.6232,35,Other,Tablet,Image,-0.64,Neutral,False,Anonymous,High,Anxious,458549,919,1729,True,False,manic episode,76.45743145743145
592,I have so much energy! Haven’t slept in days!,Arabic,Facebook,Manic Episode,Mexico,2024-03-17 10:57,2440,4796,2063,1.6698,22,Non-binary,Tablet,Link,-0.45,Very Negative,False,Influencer,Low,Excited,157224,3704,1365,False,False,depressive episode,26.529004329004337
593,"I feel like I’m losing control, I’m panicking!",Mandarin,Twitter,Anxiety Crisis,Spain,2024-03-18 18:48,9796,3889,1442,51.278,69,Male,Desktop,Text,0.07,Negative,True,Anonymous,Very High,Sad,45747,4199,3092,False,False,anxiety crisis,69.41010101010102
594,¡Mi ansiedad está fuera de control!,English,Twitter,Anxiety Crisis,Mexico,2024-03-19 14:45,3495,2410,612,1.12,39,Male,Desktop,Text,-0.32,Negative,True,Personal,Low,Happy,215018,1757,608,False,False,anxiety crisis,34.701443001443
595,I have so much energy! Haven’t slept in days!,Arabic,Twitter,Manic Episode,UAE,2024-03-15 7:6,8249,111,2089,9.1178,48,Female,Tablet,Image,-0.27,Very Negative,False,Business,Medium,Hopeless,854481,2444,1193,False,False,depressive episode,26.529004329004337
596,"My heart is racing, I can’t breathe!",Mandarin,Twitter,Anxiety Crisis,Australia,2024-03-12 9:11,1651,335,2888,8.878,45,Other,Desktop,Image,0.44,Positive,True,Business,Very High,Calm,856433,4032,1242,True,False,anxiety crisis,87.38607503607504
597,I feel hopeless and alone...,English,Twitter,Depressive Episode,Canada,2024-03-4 11:11,6457,4092,2578,1.9074,43,Other,Desktop,Link,0.79,Very Positive,False,Personal,Very High,Anxious,928563,4407,2848,False,False,anxiety crisis,29.874458874458874
598,لا شيء يجلب لي السعادة بعد الآن.,English,Twitter,Depressive Episode,India,2024-03-15 18:56,3923,1371,1497,13.5279,28,Female,Mobile,Image,0.97,Very Positive,True,Personal,Low,Excited,353420,2956,856,False,True,depressive episode,26.529004329004337
599,لا شيء يجلب لي السعادة بعد الآن.,Arabic,Facebook,Depressive Episode,France,2024-03-12 23:46,7387,1122,959,1.4332,60,Female,Mobile,Link,0.22,Very Negative,False,Influencer,Medium,Happy,701294,3973,185,False,False,depressive episode,26.529004329004337
600,我喘不过气来了，好害怕！,Mandarin,Facebook,Anxiety Crisis,Germany,2024-03-15 20:2,7452,2253,738,2.1617,66,Female,Tablet,Link,-0.17,Neutral,False,Personal,High,Happy,602862,3757,287,False,False,depressive episode,26.529004329004337
601,"I feel like I’m losing control, I’m panicking!",Spanish,Facebook,Anxiety Crisis,UAE,2024-03-13 9:17,8769,180,833,1.979,64,Male,Tablet,Text,-0.66,Positive,False,Business,Medium,Calm,496884,1808,111,True,False,anxiety crisis,69.41010101010102
602,I feel hopeless and alone...,Spanish,Twitter,Depressive Episode,UAE,2024-03-9 2:40,1148,218,2266,0.4004,56,Male,Mobile,Video,0.64,Negative,False,Influencer,Very High,Sad,898751,3781,265,False,False,anxiety crisis,29.874458874458874
603,Nothing seems to matter anymore.,Spanish,Facebook,Depressive Episode,India,2024-03-7 4:2,1421,1849,2908,0.7577,16,Female,Tablet,Image,-0.93,Neutral,True,Anonymous,Low,Calm,317102,3130,805,False,False,depressive episode,73.04213564213565
604,我有无限的精力，今天能做任何事！,Spanish,Twitter,Manic Episode,China,2024-03-1 16:52,7911,1628,2625,1.5716,57,Female,Desktop,Image,-0.98,Positive,True,Business,Low,Calm,994725,2482,372,False,True,depressive episode,26.52900432900433
605,Everything would be easier if I wasn’t here.,Mandarin,Twitter,Suicidal Ideation,China,2024-03-2 6:30,6811,496,614,1.1803,30,Male,Desktop,Text,0.15,Neutral,False,Personal,High,Energetic,867016,2254,2756,False,False,depressive episode,26.529004329004337
606,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Twitter,Depressive Episode,Spain,2024-03-27 22:39,7353,2510,554,2.1729,21,Male,Tablet,Video,0.4,Negative,False,Business,Medium,Energetic,834410,349,3445,True,True,depressive episode,26.529004329004337
607,"My heart is racing, I can’t breathe!",Spanish,Facebook,Anxiety Crisis,USA,2024-03-7 23:57,5885,4,1137,1.5789,48,Female,Tablet,Link,-0.92,Very Negative,False,Business,Medium,Anxious,941347,490,2825,True,True,anxiety crisis,87.38607503607504
608,"Everything feels amazing, I can do anything!",English,Facebook,Manic Episode,Canada,2024-03-4 7:45,780,2208,1245,0.6304,35,Non-binary,Desktop,Video,-0.47,Neutral,False,Business,Very High,Sad,535168,3328,647,True,True,manic episode,76.45743145743145
609,"Everything feels amazing, I can do anything!",Mandarin,Twitter,Manic Episode,Canada,2024-03-16 10:48,2144,4693,2511,1.624,66,Other,Tablet,Link,-0.11,Negative,True,Personal,Low,Calm,945525,3450,2024,False,False,manic episode,76.45743145743145
610,أتمنى لو لم أكن موجودًا.,Spanish,Facebook,Suicidal Ideation,Canada,2024-03-23 12:29,9350,3874,531,3.0217,40,Other,Tablet,Video,-0.78,Very Positive,True,Business,Medium,Anxious,637668,3778,2492,True,True,depressive episode,26.52900432900433
611,有时候我觉得自己消失了也没人会注意到。,Spanish,Facebook,Depressive Episode,Canada,2024-03-3 18:21,1483,1411,1065,2.2304,30,Non-binary,Mobile,Image,-0.98,Neutral,True,Business,Very High,Happy,857184,199,2260,False,True,depressive episode,26.529004329004337
612,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Facebook,Depressive Episode,Brazil,2024-03-20 0:25,3834,1639,1332,3.219,48,Other,Desktop,Link,-0.47,Negative,False,Anonymous,High,Sad,50420,1690,911,False,True,depressive episode,26.529004329004337
613,Everything would be easier if I wasn’t here.,Arabic,Facebook,Suicidal Ideation,UK,2024-03-14 19:31,7862,3705,2600,5.249,22,Non-binary,Tablet,Link,0.47,Positive,True,Business,Very High,Sad,963301,4765,1938,True,True,depressive episode,26.529004329004337
614,Estoy perdiendo el interés en todo.,Spanish,Facebook,Depressive Episode,China,2024-03-17 0:10,4428,233,872,0.809,38,Male,Desktop,Video,-0.89,Very Negative,False,Anonymous,High,Sad,740042,2613,2647,False,False,depressive episode,76.55981240981242
615,I don’t see the point in continuing...,Arabic,Twitter,Suicidal Ideation,Germany,2024-03-19 0:7,4083,3477,2964,29.0718,35,Other,Mobile,Video,-0.42,Very Negative,False,Influencer,Low,Excited,89165,1070,1839,False,False,suicidal ideation,68.16443001443001
616,"I feel like I’m losing control, I’m panicking!",Mandarin,Twitter,Anxiety Crisis,Spain,2024-03-14 4:2,5690,4438,1930,2.1281,44,Other,Desktop,Video,-0.88,Negative,True,Business,High,Energetic,408206,137,113,True,True,anxiety crisis,69.41010101010102
617,Ojalá pudiera desaparecer para siempre.,English,Twitter,Suicidal Ideation,Canada,2024-03-3 21:31,5756,1933,316,2.0169,23,Male,Mobile,Video,-0.94,Very Negative,False,Influencer,Low,Energetic,219579,703,82,False,False,suicidal ideation,71.68470418470419
618,I don’t see the point in continuing...,Arabic,Twitter,Suicidal Ideation,Germany,2024-03-3 21:19,597,1753,433,17.3938,37,Other,Tablet,Text,0.72,Neutral,True,Anonymous,Very High,Sad,918354,2177,1703,False,True,suicidal ideation,68.16443001443001
